"species","location","date_collected","noindiv","drymass","bodyl","d13c","d15n"
"Notonecta","DC108_1","7/15/2015",17,0.033529412,1.222,-34.51,3.33
"Buenoa","DC108_1","7/15/2015",15,0.036,1.255,-34.78,3.92
"Buenoa","DC108_1","7/15/2015",14,0.040714286,1.286,-34.63,2.77
"Buenoa","DC108_1","7/15/2015",13,0.069230769,1.299,-35.17,2.83
"Buenoa","DC108_1","7/15/2015",8,0.1575,1.328,-35.45,2.73
"Buenoa","DC108_1","7/15/2015",17,0.044117647,1.403,-35.2,3.22
"Buenoa","DC108_1","7/15/2015",12,0.045833333,1.403,-35.44,3.26
"Buenoa","DC108_1","7/15/2015",8,0.05875,1.431,-35.43,3.15
"Buenoa","DC108_1","7/15/2015",7,0.071428571,1.524,-35.48,2.76
"Buenoa","DC108_1","7/15/2015",7,0.102857143,1.541,-35.08,3.24
"Buenoa","DC108_1","7/15/2015",7,0.097142857,1.554,-35.09,3.32
"Notonecta","DC108_1","7/15/2015",6,0.1,1.589,-35.99,3.56
"Buenoa","DC108_1","7/15/2015",8,0.09875,1.653,-35.57,2.73
"Buenoa","DC108_1","7/15/2015",6,0.111666667,1.661,-36.46,2.6
"Notonecta","DC108_1","7/15/2015",15,0.05,1.686,-35.45,2.89
"Notonecta","DC108_1","7/15/2015",4,0.1275,1.716,-36.27,2.88
"Buenoa","DC108_1","7/15/2015",6,0.11,1.736,-35.86,2.79
"Notonecta","DC108_1","7/15/2015",6,0.098333333,1.831,-33.7,3.68
"Buenoa","DC108_1","7/15/2015",3,0.17,1.959,-35.85,2.76
"Buenoa","DC108_1","7/15/2015",18,0.016666667,14.28,-35.28,2.97
"Notonecta","DC108_1","7/15/2015",3,0.21,2.016,-33.91,2.68
"Buenoa","DC108_1","7/15/2015",3,0.236666667,2.066,-36.55,2.54
"Buenoa","DC108_1","7/15/2015",3,0.196666667,2.073,-35.19,3.13
"Buenoa","DC108_1","7/15/2015",3,0.28,2.099,-36.36,3.04
"Buenoa","DC108_1","7/15/2015",3,0.223333333,2.17,-35.91,2.82
"Buenoa","DC108_1","7/15/2015",3,0.253333333,2.222,-35.94,2.69
"Buenoa","DC108_1","7/15/2015",3,0.246666667,2.247,-36.47,2.96
"Buenoa","DC108_1","7/15/2015",3,0.216666667,2.278,-36.16,2.5
"Notonecta","DC108_1","7/15/2015",3,0.23,2.279,-36.76,2.58
"Buenoa","DC108_1","7/15/2015",3,0.26,2.292,-35.23,2.83
"Buenoa","DC108_1","7/15/2015",3,0.33,2.412,-36.66,2.26
"Buenoa","DC108_1","7/15/2015",3,0.293333333,2.435,-35.4,2.54
"Notonecta","DC108_1","7/15/2015",3,0.293333333,2.519,-30.63,2.52
"Buenoa","DC108_1","7/15/2015",3,0.316666667,2.59,-36.14,2.78
"Cybister","DC108_1","5/20/2015",3,2.533333333,3.224,-31.89,2.88
"Notonecta","DC108_1","7/15/2015",3,0.8,3.237,-31.06,2.94
"Acris","DC108_1","7/15/2015",3,0.5,3.553,-29.09,2.55
"Acris","DC108_1","7/15/2015",3,0.4,3.622,-27.82,3.27
"Buenoa","DC108_1","7/15/2015",3,2.35333333333333,5.502,-35.74,3.57
"Rana.sphenocephala","DC108_1","06/10/2015",3,25.1,5.828,-34.21,2.2
"Acris","DC108_1","7/15/2015",4,0.35,301.625,-27.17,3.58
"Acris","DC108_1","7/15/2015",2,0.5,36.375,-28.72,2.78
"Acris","DC108_1","7/15/2015",2,0.5,3.889,-28.16,1.66
"Acris","DC108_1","7/15/2015",3,0.5,3.216,-27.05,3.92
"Acris","DC108_1","7/15/2015",3,0.533333333,4.187,-30.38,1.77
"Acris","DC108_1","7/15/2015",2,0.6,3.221,-26.51,4.08
"Acris","DC108_1","7/15/2015",2,0.6,37.585,-27.76,3.06
"Acris","DC108_1","7/15/2015",2,0.7,28.985,-26.85,4.04
"Acris","DC108_1","7/15/2015",2,0.7,4.042,-28.58,1.83
"Acris","DC108_1","7/15/2015",1,0.8,4.333,-29.69,1.76
"Acris","DC108_1","7/15/2015",2,0.8,3.506,-28.85,2.79
"Acris","DC108_1","7/15/2015",2,0.8,4.106,-29.92,2.08
"Acris","DC108_1","7/15/2015",1,0.9,3.891,-29.6,1.75
"Acris","DC108_1","7/15/2015",2,0.9,35.815,-28.61,2.99
"Acris","DC108_1","7/15/2015",1,1,4.276,-30.43,2.28
"Acris","DC108_1","7/15/2015",1,1,4.322,-29.27,2.62
"Acris","DC108_1","7/15/2015",1,1.1,3.841,-29.63,2.91
"Acris","DC108_1","7/15/2015",1,1.1,4.414,-31.04,2.92
"Acris","DC108_1","7/15/2015",1,1.1,4.577,-28.71,2.63
"Acris","DC108_1","7/15/2015",1,1.1,4.799,-29.35,2.1
"Acris","DC108_1","7/15/2015",1,1.1,4.869,-29.43,1.99
"Acris","DC108_1","7/15/2015",1,1.2,4.876,-28.03,1.76
"Acris","DC108_1","7/15/2015",1,1.2,5.217,-29.46,2.06
"Acris","DC108_1","7/15/2015",1,1.4,4.273,-32.05,2.49
"Acris","DC108_1","7/15/2015",1,1.4,4.468,-28.37,2.12
"Acris","DC108_1","7/15/2015",1,1.4,4.504,-27.62,2.53
"Acris","DC108_1","7/15/2015",2,1.4,4.126,-29.21,2.44
"Acris","DC108_1","7/15/2015",1,1.5,4.735,-29.68,2.58
"Acris","DC108_1","7/15/2015",1,1.5,5.135,-27.98,1.86
"Acris","DC108_1","7/15/2015",1,1.8,5.007,-29.55,2.07
"Acris","DC108_1","7/15/2015",2,2.3,58.235,-29.42,2.09
"Acris","DC108_1","7/15/2015",2,2.55,49.095,-30.7,1.93
"Acris","DC108_1","7/15/2015",2,2.6,5.743,-32.15,1.93
"Acris","DC108_1","7/15/2015",1,2.7,5.993,-30.38,1.58
"Acris","DC108_1","7/15/2015",2,2.95,62.695,-29.11,1.19
"Acris","DC108_1","7/15/2015",2,3.05,65.865,-30.12,1.97
"Acris","DC108_1","7/15/2015",1,4.5,6.44,-31.37,1.37
"Acris","DC108_1","7/15/2015",1,5,6.498,-28.57,1.74
"Acris","DC108_1","7/15/2015",1,6.6,7.556,-31.56,1.57
"Acris","DC108_1","7/15/2015",1,6.7,7.871,-30.47,1.66
"Acris","DC108_1","7/15/2015",1,7.3,7.115,-30.93,2.04
"Acris","DC108_1","7/15/2015",1,7.4,7.612,-34.52,2.14
"Acris","DC108_1","7/15/2015",1,8.5,8.07,-31.79,1.84
"Acris","DC108_1","7/15/2015",1,8.9,8.324,-29.38,1.23
"Acris","DC108_1","7/15/2015",1,10,9.133,-29.49,1.12
"Acris","DC108_1","7/15/2015",1,10.4,8.654,-30.94,1.23
"Acris","DC108_1","7/15/2015",1,11.1,9.309,-31.96,1.85
"Acris","DC108_1","7/15/2015",1,11.8,8.531,-31.99,1.8
"Acris","DC108_1","7/15/2015",1,12.8,9.905,-31.38,1.86
"Acris","DC108_1","7/15/2015",1,14.2,9.42,-31.53,1.35
"Acris","DC108_1","7/15/2015",1,14.6,9.507,-32.56,1.53
"Acris","DC108_1","7/15/2015",1,17.5,10.431,-31.22,1.49
"Acris","DC108_1","7/15/2015",1,19.4,9.966,-30.86,1.92
"Acris","DC108_1","7/15/2015",1,20.5,10.29,-33.41,1.3
"Acris","DC108_1","7/15/2015",1,21,10.427,-31.58,1.62
"Acris","DC108_1","7/15/2015",1,22.3,11.325,-31.31,0.92
"Acris","DC108_1","7/15/2015",1,22.3,11.641,-29.35,1.31
"Acris","DC108_1","7/15/2015",1,23.5,11.599,-31.44,1.96
"Acris","DC108_1","7/15/2015",1,24.5,10.07,-31.51,1.7
"Acris","DC108_1","7/15/2015",1,25.4,12.247,-31.98,1.77
"Acris","DC108_1","7/15/2015",1,28.2,10.419,-30.76,1.33
"Acris","DC108_1","7/15/2015",1,28.6,10.709,-30.28,2.18
"Acris","DC108_1","7/15/2015",1,28.7,10.578,-30.02,1.49
"Acris","DC108_1","7/15/2015",1,29.6,11.816,-30.83,2.15
"Acris","DC108_1","7/15/2015",1,31.9,11.43,-31.54,1.74
"Acris","DC108_1","7/15/2015",1,32.9,11.73,-28.98,0.94
"Acris","DC108_1","7/15/2015",1,37.1,11.872,-30.46,1.78
"Acris","DC108_1","7/15/2015",1,37.3,12.044,-31.37,1.5
"Acris","DC108_1","7/15/2015",1,38.4,12.45,-31.1,1.27
"Acris","DC108_1","7/15/2015",1,38.7,12.439,-32.63,1.34
"Acris","DC108_1","7/15/2015",1,39.1,12.147,-29.09,1.38
"Belostoma","DC108_1","09/09/2015",1,0.5,4.46,-31.61,3.27
"Belostoma","DC108_1","9/16/2015",1,0.5,4.514,-35.11,2.44
"Belostoma","DC108_1","09/09/2015",1,0.5,4.653,-31.68,2.28
"Belostoma","DC108_1","09/09/2015",1,0.6,4.208,-31.78,3.88
"Belostoma","DC108_1","09/09/2015",1,0.6,4.725,-32.21,2.78
"Belostoma","DC108_1","9/16/2015",1,0.7,4.231,-34.02,2.45
"Belostoma","DC108_1","9/16/2015",1,0.7,4.48,-32.83,2.53
"Belostoma","DC108_1","9/16/2015",1,0.7,4.649,-31.77,2.89
"Belostoma","DC108_1","9/16/2015",1,1,4.509,-33.25,2.43
"Belostoma","DC108_1","09/09/2015",1,1,4.58,-32.67,1.84
"Belostoma","DC108_1","9/16/2015",1,1.1,7.112,-34.04,2.3
"Belostoma","DC108_1","9/16/2015",1,1.3,6.788,-33.34,2.43
"Belostoma","DC108_1","9/16/2015",1,1.3,6.997,-33.18,1.92
"Belostoma","DC108_1","09/09/2015",1,1.3,8.493,-33.99,2.02
"Belostoma","DC108_1","9/16/2015",1,1.4,5.903,-32.22,2.58
"Belostoma","DC108_1","9/16/2015",1,1.4,6.237,-32.97,1.95
"Belostoma","DC108_1","9/16/2015",1,1.4,6.368,-33.19,1.79
"Belostoma","DC108_1","9/16/2015",1,1.4,6.415,-32.83,1.94
"Belostoma","DC108_1","9/16/2015",1,1.5,6.29,-32.69,1.39
"Belostoma","DC108_1","9/16/2015",1,1.5,6.433,-36.03,2.78
"Belostoma","DC108_1","09/09/2015",1,1.6,6.104,-32.69,2.02
"Belostoma","DC108_1","9/16/2015",1,1.6,7.31,-33.47,2.29
"Belostoma","DC108_1","09/09/2015",1,1.7,6.409,-32.7,1.28
"Belostoma","DC108_1","9/16/2015",1,1.9,9.708,-35.28,1.85
"Belostoma","DC108_1","9/16/2015",1,2,6.459,-34.47,2.79
"Belostoma","DC108_1","9/16/2015",1,2,6.954,-34.21,1.92
"Belostoma","DC108_1","09/09/2015",1,2.1,6.487,-34.99,2.15
"Belostoma","DC108_1","9/16/2015",1,2.4,7.369,-33.47,1.71
"Belostoma","DC108_1","9/16/2015",1,2.5,6.415,-34.36,2.62
"Belostoma","DC108_1","09/09/2015",1,2.6,8.268,-32.01,2.88
"Belostoma","DC108_1","9/16/2015",1,2.6,10.266,-34.05,2.73
"Belostoma","DC108_1","09/09/2015",1,2.7,8.989,-34.35,4.03
"Belostoma","DC108_1","09/09/2015",1,2.8,7.936,-33.4,2.25
"Belostoma","DC108_1","09/09/2015",1,3,8.416,-35.07,1.7
"Belostoma","DC108_1","09/09/2015",1,3,8.733,-34.29,3.68
"Belostoma","DC108_1","09/09/2015",1,3.4,9.07,-32.9,1.28
"Belostoma","DC108_1","9/16/2015",1,3.6,13.612,-37.37,1.62
"Belostoma","DC108_1","9/16/2015",1,3.7,9.682,-34.77,1.3
"Belostoma","DC108_1","9/16/2015",1,3.7,9.751,-31.89,2
"Belostoma","DC108_1","09/09/2015",1,3.8,8.626,-33.7,2.45
"Belostoma","DC108_1","9/16/2015",1,4.1,9.873,-34.13,2.01
"Belostoma","DC108_1","9/16/2015",1,4.1,10.6,-36.05,1.6
"Belostoma","DC108_1","09/09/2015",1,4.4,8.326,-33.72,1.92
"Belostoma","DC108_1","9/16/2015",1,4.4,9.682,-35.56,1.75
"Belostoma","DC108_1","9/16/2015",1,4.4,10.03,-35.19,1.25
"Belostoma","DC108_1","9/16/2015",1,4.6,9.972,-36.43,2.13
"Belostoma","DC108_1","09/09/2015",1,4.7,8.497,-34.66,2.1
"Belostoma","DC108_1","9/16/2015",1,4.7,9.466,-33.85,2.14
"Belostoma","DC108_1","9/16/2015",1,4.7,9.751,-35.96,1.63
"Belostoma","DC108_1","09/09/2015",1,4.9,8.738,-33.78,0.53
"Belostoma","DC108_1","09/09/2015",1,5.1,8.918,-32.95,2.2
"Belostoma","DC108_1","9/16/2015",1,5.2,9.912,-35.88,1.94
"Belostoma","DC108_1","09/09/2015",1,5.5,8.859,-33.37,1.92
"Belostoma","DC108_1","09/09/2015",1,5.5,9.027,-33.38,2.28
"Belostoma","DC108_1","09/09/2015",1,5.8,11.041,-33.77,2.41
"Belostoma","DC108_1","09/09/2015",1,5.9,8.021,-33.8,1.78
"Belostoma","DC108_1","9/16/2015",1,5.9,10.102,-35.45,1.36
"Belostoma","DC108_1","9/16/2015",1,6.1,13.778,-36.61,1.82
"Belostoma","DC108_1","09/09/2015",1,6.2,11.59,-33.19,2.63
"Belostoma","DC108_1","9/16/2015",1,6.4,13.45,-34.53,2.2
"Belostoma","DC108_1","09/09/2015",1,6.9,11.933,-33.01,2.02
"Belostoma","DC108_1","09/09/2015",1,7.2,8.769,-34.58,2.55
"Belostoma","DC108_1","09/09/2015",1,7.9,11.188,-33.23,2.24
"Belostoma","DC108_1","9/16/2015",1,7.9,13.359,-31.61,2.59
"Belostoma","DC108_1","9/16/2015",1,7.9,13.506,-36.31,1.47
"Belostoma","DC108_1","09/09/2015",1,8,12.768,-33.93,1.54
"Belostoma","DC108_1","9/16/2015",1,8.1,13.443,-33.34,2.03
"Belostoma","DC108_1","09/09/2015",1,8.5,12.172,-34.57,2.55
"Belostoma","DC108_1","09/09/2015",1,8.9,11.553,-33.02,2.74
"Belostoma","DC108_1","9/16/2015",1,10.6,10.495,-35.43,1.26
"Belostoma","DC108_1","9/16/2015",1,10.7,15.224,-33.87,2.22
"Belostoma","DC108_1","9/16/2015",1,10.9,14.2,-34.61,1.68
"Belostoma","DC108_1","9/16/2015",1,11.2,11.603,-32.8,1.79
"Belostoma","DC108_1","9/16/2015",1,11.8,14.869,-35.37,1.96
"Belostoma","DC108_1","09/09/2015",1,12.1,12.275,-31.45,3.4
"Belostoma","DC108_1","09/09/2015",1,13.2,11.066,-34.57,2.2
"Belostoma","DC108_1","9/16/2015",1,13.5,15.022,-34.32,2.67
"Belostoma","DC108_1","09/09/2015",1,14.1,12.197,-34.3,2.16
"Belostoma","DC108_1","09/09/2015",1,14.4,12.245,-34.13,2.6
"Belostoma","DC108_1","9/16/2015",1,16,16.551,-33.53,2.32
"Belostoma","DC108_1","9/16/2015",1,16.6,16.537,-34.11,2.18
"Belostoma","DC108_1","9/16/2015",1,16.9,15.837,-34.64,1.53
"Belostoma","DC108_1","9/16/2015",1,17.8,16.921,-33.88,2.01
"Belostoma","DC108_1","09/09/2015",1,18.2,16.039,-32.96,2.22
"Belostoma","DC108_1","9/16/2015",1,21.1,16.998,-32.62,2.76
"Belostoma","DC108_1","9/16/2015",1,21.4,16.211,-34.47,2.43
"Belostoma","DC108_1","07/01/2015",1,22.5,18.645,-30.58,2.54
"Belostoma","DC108_1","09/09/2015",1,23.9,16.915,-34.37,2.28
"Belostoma","DC108_1","9/16/2015",1,24.7,15.995,-33.46,2.05
"Belostoma","DC108_1","09/09/2015",1,26.6,15.578,-33.17,2.41
"Belostoma","DC108_1","9/16/2015",1,26.6,16.032,-35.16,2.33
"Belostoma","DC108_1","09/09/2015",1,27,16.075,-32.16,3.05
"Belostoma","DC108_1","09/09/2015",1,27.1,23.207,-33.95,3.01
"Belostoma","DC108_1","09/09/2015",1,27.9,16.492,-34.65,1.96
"Belostoma","DC108_1","9/16/2015",1,28.3,16.044,-34.3,1.76
"Belostoma","DC108_1","9/16/2015",1,28.9,17.416,-35.41,2.26
"Belostoma","DC108_1","09/09/2015",1,29.3,14.643,-33.92,2.67
"Belostoma","DC108_1","9/16/2015",1,30.4,17.882,-31.95,1.46
"Belostoma","DC108_1","9/16/2015",1,30.4,22.955,-34.36,2.45
"Belostoma","DC108_1","09/09/2015",1,33.3,22.978,-33.49,2.64
"Belostoma","DC108_1","09/09/2015",1,33.8,23.901,-33.31,3.27
"Belostoma","DC108_1","09/09/2015",1,34.4,23.949,-33.9,3.08
"Belostoma","DC108_1","09/09/2015",1,34.6,23.037,-33.54,3.25
"Belostoma","DC108_1","9/16/2015",1,35.4,17.29,-33.71,2.94
"Belostoma","DC108_1","9/16/2015",1,35.6,17.13,-33.25,2.72
"Belostoma","DC108_1","9/16/2015",1,41.6,21.855,-32.72,3.1
"Belostoma","DC108_1","9/16/2015",1,42.7,18.016,-34.38,2.57
"Belostoma","DC108_1","9/16/2015",1,43.8,21.874,-34.06,2.53
"Belostoma","DC108_1","9/16/2015",1,45.6,21.851,-34.53,2.55
"Belostoma","DC108_1","9/16/2015",1,49.3,25.189,-33.73,2.93
"Belostoma","DC108_1","9/16/2015",1,53,22.787,-33.83,2.86
"Belostoma","DC108_1","09/09/2015",1,54,24.93,-34.75,2.79
"Belostoma","DC108_1","9/16/2015",1,58.6,25.438,-33.7,2.83
"Belostoma","DC108_1","09/09/2015",1,60.5,23.836,-33.03,3.27
"Belostoma","DC108_1","9/16/2015",1,62.9,21.131,-33.24,2.88
"Belostoma","DC108_1","09/09/2015",1,65.4,22.142,-33.43,3.8
"Belostoma","DC108_1","09/09/2015",1,66.6,24.031,-33.92,2.62
"Belostoma","DC108_1","09/09/2015",1,93.7,24.697,-33.14,3.04
"Buenoa","DC108_1","7/15/2015",16,0.03,13.336,-34.97,3.41
"Buenoa","DC108_1","7/15/2015",8,0.0525,1.264,-35.91,3.01
"Buenoa","DC108_1","7/15/2015",10,0.064,14.175,-35.47,2.98
"Buenoa","DC108_1","7/15/2015",5,0.092,16.692,-35.15,2.98
"Buenoa","DC108_1","7/15/2015",5,0.098,17.602,-35.07,3.07
"Buenoa","DC108_1","7/15/2015",5,0.102,15.308,-35.35,2.5
"Buenoa","DC108_1","7/15/2015",4,0.1075,173.925,-35.13,2.75
"Buenoa","DC108_1","7/15/2015",5,0.11,17.018,-35.24,2.95
"Buenoa","DC108_1","7/15/2015",5,0.116,1.719,-34.97,2.66
"Buenoa","DC108_1","7/15/2015",5,0.122,17.024,-36.24,3.13
"Buenoa","DC108_1","7/15/2015",4,0.125,2.533,-36.14,2.75
"Buenoa","DC108_1","7/15/2015",5,0.13,15.932,-35.49,2.99
"Buenoa","DC108_1","7/15/2015",5,0.132,1.753,-35.81,3.08
"Buenoa","DC108_1","7/15/2015",5,0.136,163.125,-36.17,3.17
"Buenoa","DC108_1","7/15/2015",4,0.14,174.025,-34.29,2.72
"Buenoa","DC108_1","7/15/2015",4,0.1525,1.972,-36.17,2.93
"Buenoa","DC108_1","7/15/2015",5,0.154,20.972,-36.92,3.45
"Buenoa","DC108_1","7/15/2015",4,0.155,199.525,-36.04,2.95
"Buenoa","DC108_1","7/15/2015",4,0.155,1.921,-36.07,2.9
"Buenoa","DC108_1","7/15/2015",4,0.155,227.175,-35.35,2.66
"Buenoa","DC108_1","7/15/2015",5,0.162,16.126,-35.76,2.84
"Buenoa","DC108_1","7/15/2015",5,0.166,22.496,-36.04,2.9
"Buenoa","DC108_1","7/15/2015",5,0.166,16.526,-35.5,2.48
"Buenoa","DC108_1","7/15/2015",3,0.166666667,1.842,-35.41,3
"Buenoa","DC108_1","7/15/2015",4,0.17,1.852,-36.26,3.26
"Buenoa","DC108_1","7/15/2015",4,0.1825,188.525,-35.83,2.76
"Buenoa","DC108_1","7/15/2015",3,0.213333333,2.24,-35.57,2.74
